task_id,t1,t5,response_ms,db_time_ms,non_db_time_ms,deadline_hit
34,16500,16505.108205153796,5.108205153796007,0,5.108205153796007,True
35,17000,17005.019253795697,5.019253795697296,0,5.019253795697296,True
36,17500,17505.296726720786,5.296726720785955,0,5.296726720785955,True
37,18000,18004.12038247687,4.120382476870873,0,4.120382476870873,True
38,18500,18504.95083703805,4.95083703804994,0,4.95083703804994,True
39,19000,19005.945660498244,5.945660498244251,0,5.945660498244251,True
40,19500,19504.34891168006,4.3489116800592456,0,4.3489116800592456,True
41,20000,20005.778168708937,5.778168708937301,0,5.778168708937301,True
42,20500,20504.320584035147,4.320584035147476,0,4.320584035147476,True
43,21000,21004.469244939737,4.469244939737109,0,4.469244939737109,True
44,21500,21505.02864080605,5.028640806049225,0,5.028640806049225,True
45,22000,22005.465249530833,5.465249530832807,0,5.465249530832807,True
46,22500,22505.624552584755,5.624552584755293,0,5.624552584755293,True
47,23000,23004.787537792618,4.787537792617513,0,4.787537792617513,True
48,23500,23504.309544453896,4.309544453895796,0,4.309544453895796,True
49,24000,24004.84542127077,4.845421270769293,0,4.845421270769293,True
50,24500,24504.293090648524,4.293090648523503,0,4.293090648523503,True
51,25000,25004.71042513859,4.710425138589926,0,4.710425138589926,True
52,25500,25504.326896582545,4.3268965825445775,0,4.3268965825445775,True
53,26000,26004.222467491894,4.222467491894349,0,4.222467491894349,True
54,26500,26505.331901251535,5.331901251534873,0,5.331901251534873,True
55,27000,27005.239365887563,5.239365887562599,0,5.239365887562599,True
56,27500,27505.48783201733,5.48783201733022,0,5.48783201733022,True
57,28000,28004.221664580946,4.221664580945799,0,4.221664580945799,True
58,28500,28504.675351406073,4.675351406072878,0,4.675351406072878,True
59,29000,29005.90635272206,5.9063527220605465,0,5.9063527220605465,True
60,29500,29504.388817522253,4.388817522252793,0,4.388817522252793,True
61,30000,30004.699000387598,4.699000387598062,0,4.699000387598062,True
62,30500,30504.78788606146,4.787886061458266,0,4.787886061458266,True
63,31000,31004.292167026073,4.2921670260730025,0,4.2921670260730025,True
64,31500,31505.07838084812,5.078380848121014,0,5.078380848121014,True
65,32000,32004.674090021086,4.674090021086158,0,4.674090021086158,True
66,32500,32504.623879566763,4.6238795667632075,0,4.6238795667632075,True
67,33000,33005.794413868716,5.794413868716219,0,5.794413868716219,True
68,33500,33504.773475180504,4.773475180503738,0,4.773475180503738,True
69,34000,34004.05927643422,4.059276434221829,0,4.059276434221829,True
70,34500,34505.788622481414,5.788622481413768,0,5.788622481413768,True
71,35000,35005.65969832537,5.659698325369391,0,5.659698325369391,True
72,35500,35504.2873478765,4.2873478765031905,0,4.2873478765031905,True
73,36000,36005.57262167241,5.572621672406967,0,5.572621672406967,True
74,36500,36505.53340875163,5.533408751631214,0,5.533408751631214,True
75,37000,37005.38542104047,5.385421040467918,0,5.385421040467918,True
76,37500,37504.717126818345,4.7171268183446955,0,4.7171268183446955,True
77,38000,38005.01605765939,5.016057659391663,0,5.016057659391663,True
78,38500,38505.27171949962,5.271719499622122,0,5.271719499622122,True
79,39000,39004.89237204712,4.892372047121171,0,4.892372047121171,True
80,39500,39504.44774403817,4.447744038167002,0,4.447744038167002,True
81,40000,40005.32085395665,5.320853956647625,0,5.320853956647625,True
82,40500,40505.547841563515,5.547841563515249,0,5.547841563515249,True
83,41000,41005.68799205406,5.687992054059578,0,5.687992054059578,True
84,41500,41505.43978305542,5.439783055422595,0,5.439783055422595,True
85,42000,42004.925322942625,4.925322942624916,0,4.925322942624916,True
86,42500,42504.01594250243,4.015942502432154,0,4.015942502432154,True
87,43000,43004.92962970261,4.9296297026085085,0,4.9296297026085085,True
88,43500,43504.82291174445,4.8229117444498115,0,4.8229117444498115,True
89,44000,44005.321122026544,5.32112202654389,0,5.32112202654389,True
90,44500,44504.41063215016,4.410632150160382,0,4.410632150160382,True
91,45000,45004.5704094846,4.570409484600532,0,4.570409484600532,True
92,45500,45504.33490250669,4.3349025066927425,0,4.3349025066927425,True
93,46000,46005.973426155346,5.9734261553458055,0,5.9734261553458055,True
94,46500,46504.95665411829,4.956654118286679,0,4.956654118286679,True
95,47000,47004.07141405475,4.071414054749766,0,4.071414054749766,True
96,47500,47505.30367647783,5.3036764778298675,0,5.3036764778298675,True
97,48000,48004.50232103901,4.502321039013623,0,4.502321039013623,True
98,48500,48504.5861698173,4.586169817303016,0,4.586169817303016,True
99,49000,49004.339552399484,4.339552399484091,0,4.339552399484091,True
100,49500,49504.6576641227,4.657664122700226,0,4.657664122700226,True
101,50000,50005.76359105765,5.763591057650046,0,5.763591057650046,True
102,50500,50505.94238572716,5.942385727161309,0,5.942385727161309,True
103,51000,51005.7986627383,5.798662738299754,0,5.798662738299754,True
104,51500,51505.19926059168,5.199260591682105,0,5.199260591682105,True
105,52000,52004.979708437466,4.979708437465888,0,4.979708437465888,True
106,52500,52504.51843609063,4.518436090627802,0,4.518436090627802,True
107,53000,53005.32362416834,5.323624168340757,0,5.323624168340757,True
108,53500,53504.20512145572,4.2051214557213825,0,4.2051214557213825,True
109,54000,54004.73745536708,4.737455367081566,0,4.737455367081566,True
110,54500,54505.75857760139,5.758577601387515,0,5.758577601387515,True
111,55000,55005.88135021691,5.881350216906867,0,5.881350216906867,True
112,55500,55504.43663338389,4.436633383891603,0,4.436633383891603,True
113,56000,56004.01171300008,4.011713000079908,0,4.011713000079908,True
114,56500,56504.02583075835,4.025830758349912,0,4.025830758349912,True
115,57000,57005.228107323484,5.228107323484437,0,5.228107323484437,True
116,57500,57505.8506171329,5.85061713289906,0,5.85061713289906,True
117,58000,58005.8880539406,5.8880539406018215,0,5.8880539406018215,True
118,58500,58504.18217180461,4.182171804612153,0,4.182171804612153,True
119,59000,59004.40921339314,4.409213393140817,0,4.409213393140817,True
120,59500,59505.80450373739,5.804503737388586,0,5.804503737388586,True
